qc_id,objectid,registro_n,caverna,grau_de_re,uf,municipio,localidade,latitude,longitude,altitude,gps,errogps,qtd__satel,litotipo,desenvolvi,projeção,desnivel_f,icon_url
"13181","13182",018132.00002.31.25507,Abrigo dos Tropeiros II, ,MG,São Gonçalo do Rio Preto,Parque Estadual do Rio Preto,-18.177476,-43.326925,"1293",GPSMAP 64s S,"4","10", , , , ,
"13182","13183",018133.00003.31.25507,Lapa do Poço do Veado, ,MG,São Gonçalo do Rio Preto,Parque Estadual do Rio Preto,-18.110841,-43.338255,"765",GPSMAP 64s S,"4","9", , , , ,
"13183","13184",018134.00004.31.25507,Lapa do Veado (MG01990), ,MG,São Gonçalo do Rio Preto,Parque Estadual do Rio Preto,-18.111743,-43.339171,"778",GPSMAP 64s S,"3","8", , , , ,
"13184","13185",018135.00005.31.25507,Lapinha da Pintura, ,MG,São Gonçalo do Rio Preto,Parque Estadual do Rio Preto,-18.11025,-43.3389,"1",Sem Informação,"12","2", , , , ,
"13185","13186",018136.00006.31.25507,Lapa do Tatu (MG02195), ,MG,São Gonçalo do Rio Preto,Parque Estadual do Rio Preto,-18.09544,-43.342115,"877",GPSMAP 64s S,"3","9", , , , ,
"13186","13187",018137.00007.31.25507,Lapa do Urubu (MG01988), ,MG,São Gonçalo do Rio Preto,Parque Estadual do Rio Preto,-18.104953,-43.339981,"897",GPSMAP 64s S,"5","8", , , , ,
"13187","13188",018138.00008.31.25507,Abrigo do Cristal (MG01994), ,MG,São Gonçalo do Rio Preto,Parque Estadual do Rio Preto,-18.139729,-43.359434,"1",Sem Informação,"12","2", , , , ,
"13188","13189",018139.00001.31.48004,Caverna Ponto A, ,MG,Patos de Minas,Poligono da Ultracal,-18.630308,-46.221622,"1",Sem Informação,"12","2", , , , ,
"13189","13190",018140.00002.31.48004,Caverna Ponto D, ,MG,Patos de Minas,Poligono da Ultracal,-18.630437,-46.221711,"1",Sem Informação,"12","2", , , , ,
"13190","13191",018141.00003.31.48004,Caverna Ponto E, ,MG,Patos de Minas,Poligono da Ultracal,-18.630543,-46.221882,"1",Sem Informação,"12","2", , , , ,
"13191","13192",018142.07676.31.49309,Lapa Vermelha IV, ,MG,Pedro Leopoldo,Fazenda Lapa Vermelha,-19.615062,-43.995575,"1",Sem Informação,"12","2", , , , ,
"13192","13193",018143.07677.31.49309,Gruta dos Cristais de Calcita 2, ,MG,Pedro Leopoldo,Fazenda dos Borges,-19.580839,-44.011953,"1",Sem Informação,"12","2", , , , ,
"13193","13194",018144.07678.31.49309,Gruta do Bidu Louco, ,MG,Pedro Leopoldo,Fazenda Cocho D'água,-19.575752,-43.997365,"1",Sem Informação,"12","2", , , , ,
"13194","13195",018145.07679.31.49309,Abrigo do Marco, ,MG,Pedro Leopoldo,Fazenda dos Borges,-19.570472,-44.011608,"1",Sem Informação,"12","2", , , , ,
"13195","13196",018146.07680.31.49309,Gruta Salão das Cortinas 2, ,MG,Pedro Leopoldo,Fazenda dos Borges,-19.571125,-44.010011,"1",Sem Informação,"12","2", , , , ,
"13196","13197",018147.07681.31.49309,Abrigo Varandão, ,MG,Pedro Leopoldo,Várzea dos Macacos,-19.551317,-43.994588,"1",Sem Informação,"12","2", , , , ,
"13197","13198",018148.07682.31.49309,Abrigo das Espigas, ,MG,Pedro Leopoldo,Leste de Mocambeiro,-19.54604,-43.99958,"1",Sem Informação,"12","2", , , , ,
"13198","13199",018149.06018.31.53608,Gruta da Cerca, ,MG,Prudente de Morais,Fazenda Pia,-19.481181,-44.106928,"1",Sem Informação,"12","2", , , , ,
"13199","13200",018150.06019.31.53608,Abismo das Raízes, ,MG,Prudente de Morais,Fazenda Topázio - Maciço da Lavra,-19.447422,-44.087364,"724",NAE,"12","2", , , , ,
"13200","13201",018151.06020.31.53608,020L, ,MG,Prudente de Morais,Sem informação,-19.436538,-44.103724,"773",Sem Informação,"12","2", , , , ,
"13201","13202",018152.07683.31.41108,Gruta do Dulcin de Côco, ,MG,Matozinhos,Sem informação,-19.442367,-43.993497,"760",NAE,"12","2", , , , ,
"13202","13203",018153.07215.31.59001,Abrigo Parauninha, ,MG,Santana do Riacho,Apa Morro da Pedreira,-19.129787,-43.679215,"1",Sem Informação,"12","2", , , , ,
"13203","13204",018154.07216.31.59001,Abrigo Curral Queimado, ,MG,Santana do Riacho,Apa Morro da Pedreira,-19.129835,-43.685907,"1",Sem Informação,"12","2", , , , ,
"13204","13205",018155.07217.31.59001,Lapa Vau da Lagoa, ,MG,Santana do Riacho,PARNA da Serra do Cipó,-19.252935,-43.607632,"1",Sem Informação,"12","2", , , , ,
"13205","13206",018156.06890.31.54804,APOL_0023, ,MG,Rio Acima,Parque Nacional da Serra do Gandarela,-20.091933,-43.687608,"1",Sem Informação,"12","2", , , , ,
"13206","13207",018157.06891.31.54804,APOL_0024, ,MG,Rio Acima,Parque Nacional da Serra do Gandarela,-20.089997,-43.686084,"1",Sem Informação,"12","2", , , , ,
"13207","13208",018158.06892.31.54804,APOL_0025, ,MG,Rio Acima,Parque Nacional da Serra do Gandarela,-20.094981,-43.680802,"1",Sem Informação,"12","2", , , , ,
"13208","13209",018165.06899.31.54804,GAND_0007, ,MG,Rio Acima,Parque Nacional da Serra do Gandarela,-20.105569,-43.67705,"1",Sem Informação,"12","2", , , , ,
"13209","13210",018167.06901.31.54804,GAND_0016, ,MG,Rio Acima,Parque Nacional da Serra do Gandarela,-20.094174,-43.685294,"1",Sem Informação,"12","2", , , , ,
"13210","13211",018170.06904.31.54804,GAND_0056, ,MG,Rio Acima,Parque Nacional da Serra do Gandarela,-20.106002,-43.673676,"1569",Garmin GPSMAP 64sx,"3","11", , , , ,
"13211","13212",018172.06906.31.54804,GAND_0098, ,MG,Rio Acima,Parque Nacional da Serra do Gandarela,-20.098834,-43.682567,"1",Sem Informação,"12","2", , , , ,
"13212","13213",018173.06907.31.54804,GAND_0099, ,MG,Rio Acima,Parque Nacional da Serra do Gandarela,-20.101381,-43.681255,"1",Sem Informação,"12","2", , , , ,
"13213","13214",018174.06908.31.54804,GAND_0103, ,MG,Rio Acima,Parque Nacional da Serra do Gandarela,-20.092016,-43.690313,"1",Sem Informação,"12","2", , , , ,
"13214","13215",018177.06415.31.41108,Gruta das Maritacas (BM 06), ,MG,Matozinhos,Fazenda Caxambu,-19.533893,-44.092715,"810",Garmin CSX,"5","7", , , , ,
"13215","13216",018178.07610.31.55603,Abrigo do Garimpeiro, ,MG,Rio Pardo de Minas,Sem informação,-15.846207,-42.789775,"1",Sem Informação,"12","2", , , , ,
"13216","13217",018179.07218.31.59001,Abrigo Lapa Vargem do Cipó, ,MG,Santana do Riacho,Apa Morro da Pedreira,-19.09941,-43.75778,"1",Sem Informação,"12","2", , , , ,
"13217","13218",018180.07219.31.59001,Abrigo Rosa (Pedra do Elefante), ,MG,Santana do Riacho,PARNA da Serra do Cipó,-19.292854,-43.538316,"1",Sem Informação,"12","2", , , , ,
"13218","13219",018181.00369.29.09109,Abismo da Figueira, ,BA,Coribe,Sem informação,-13.805601,-44.047928,"1",Sem Informação,"12","2", , , , ,
"13219","13220",018182.00370.29.09109,Gruna da Figueira, ,BA,Coribe,Sem informação,-13.810297,-44.053534,"1",Sem Informação,"12","2", , , , ,
"13220","13221",018183.00371.29.09109,Abismo do Açude, ,BA,Coribe,Sem informação,-13.813257,-44.060179,"1",Sem Informação,"12","2", , , , ,
"13221","13222",018184.00372.29.09109,Gruta da Mamota, ,BA,Coribe,Sem informação,-13.817662,-44.063039,"1",Sem Informação,"12","2", , , , ,
"13222","13223",018185.00373.29.09109,Gruta do Meia Noite, ,BA,Coribe,Sem informação,-13.818459,-44.063332,"1",Sem Informação,"12","2", , , , ,
"13223","13224",018186.00374.29.09109,Gruta do Belô, ,BA,Coribe,Sem informação,-13.819738,-44.064447,"1",Sem Informação,"12","2", , , , ,
"13224","13225",018187.00375.29.09109,Gruta do Chico Pernambuco, ,BA,Coribe,Sem informação,-13.819546,-44.071038,"1",Sem Informação,"12","2", , , , ,
"13225","13226",018188.00376.29.09109,Gruta da Correição, ,BA,Coribe,Sem informação,-13.82082,-44.067217,"1",Sem Informação,"12","2", , , , ,
"13226","13227",018189.00319.29.29057,Gruna da Vila Nova, ,BA,São Félix do Coribe,Sistema Bem-Bom,-13.553877,-43.877766,"1",Sem Informação,"12","2", , , , ,
"13227","13228",018190.00320.29.29057,Sumidouro da Pedra Pintada, ,BA,São Félix do Coribe,Sistema Bem-Bom,-13.581465,-43.989804,"1",Sem Informação,"12","2", , , , ,
"13228","13229",018191.00321.29.29057,Gruta Bem-Bom II, ,BA,São Félix do Coribe,Sistema Bem-Bom,-13.587644,-43.957836,"1",Sem Informação,"12","2", , , , ,
"13229","13230",018192.00322.29.29057,Gruta da Água Branca I, ,BA,São Félix do Coribe,Sistema Bem-Bom,-13.598014,-43.947013,"1",Sem Informação,"12","2", , , , ,
"13230","13231",018193.00323.29.29057,Gruta da Água Branca II, ,BA,São Félix do Coribe,Sistema Bem-Bom,-13.598001,-43.943981,"1",Sem Informação,"12","2", , , , ,
"13231","13232",018194.00549.52.19803,Lapa do São Mateus III, ,GO,São Domingos,Sem informação,-13.680556,-46.366666,"1",Sem Informação,"12","2", , , , ,
"13232","13233",018198.00553.52.19803,Abismo do Queijo Suíço, ,GO,São Domingos,Fazenda Colinas,-13.472506,-46.392222,"1",Sem Informação,"11","3", , , , ,
"13233","13234",018210.00565.52.19803,Caverna do Perdido, ,GO,São Domingos,Fazenda Colinas,-13.455258,-46.397045,"1",Sem Informação,"12","3", , , , ,
"13234","13235",018216.00571.52.19803,Fenda dos Ossos, ,GO,São Domingos,Fazenda Colinas,-13.47292,-46.391042,"1",Sem Informação,"11","3", , , , ,
"13235","13236",018226.00581.52.19803,Lapa do Baixão da Égua, ,GO,São Domingos,Sem informação,-13.58795,-46.37594,"1",Sem Informação,"12","2", , , , ,
"13236","13237",018232.00389.29.28208,Gruta Fazenda Serra Preta I, ,BA,Santana,Povoado de Porto Novo,-13.278815,-43.926547,"1",Sem Informação,"12","2", , , , ,
"13237","13238",018233.00390.29.28208,Gruta Fazenda Serra Preta II, ,BA,Santana,Povoado de Porto Novo,-13.280797,-43.924868,"1",Sem Informação,"12","2", , , , ,
"13238","13239",018234.00391.29.28208,Gruta Fazenda Serra Preta III, ,BA,Santana,Povoado de Porto Novo,-13.278226,-43.922064,"1",Sem Informação,"12","2", , , , ,
"13239","13240",018235.00043.15.00602,Abrigo do Paratizinho, ,PA,Altamira,Sem informação,-3.276528,-52.09075,"1",Sem Informação,"12","2", , , , ,
"13240","13241",018236.00044.15.00602,Abrigo do Urubu, ,PA,Altamira,Sem informação,-3.353361,-52.46625,"1",Sem Informação,"12","2", , , , ,
"13241","13242",018237.00001.15.00859,Abrigo Noínha, ,PA,Anapu,Sem informação,-3.396389,-51.721778,"1",Sem Informação,"12","2", , , , ,
"13242","13243",018238.00002.15.00859,Túnel do Nóia, ,PA,Anapu,Sem informação,-3.396028,-51.722111,"1",Sem Informação,"12","2", , , , ,
"13243","13244",018251.01329.15.02152,S11C_0045, ,PA,Canaã dos Carajás,Serra dos Carajás,-6.402808,-50.38263,"1",Sem Informação,"12","2", , , , ,
"13244","13245",018252.01330.15.02152,S11C_0082, ,PA,Canaã dos Carajás,Serra dos Carajás,-6.402311,-50.38123,"718",Garmin,"10","4", , , , ,
"13245","13246",018253.01331.15.02152,S11C_0103, ,PA,Canaã dos Carajás,Serra dos Carajás,-6.405412,-50.388749,"1",Sem Informação,"12","2", , , , ,
"13246","13247",018254.01332.15.02152,S11C_0104, ,PA,Canaã dos Carajás,Serra dos Carajás,-6.405899,-50.387193,"1",Sem Informação,"12","2", , , , ,
"13247","13248",018257.01335.15.02152,S11D_113 (TRL-01), ,PA,Canaã dos Carajás,Serra dos Carajás,-6.432828,-50.309845,"1",Sem Informação,"12","2", , , , ,
"13248","13249",018258.01336.15.02152,S11D_114 (TRL-02), ,PA,Canaã dos Carajás,Serra dos Carajás,-6.421167,-50.315232,"1",Sem Informação,"12","2", , , , ,
"13249","13250",018259.01337.15.02152,S11D_115 (TRL-03), ,PA,Canaã dos Carajás,Serra dos Carajás,-6.421257,-50.315268,"1",Sem Informação,"12","2", , , , ,
"13250","13251",018260.01338.15.02152,S11D_116 (TRL-04), ,PA,Canaã dos Carajás,Serra dos Carajás,-6.422074,-50.316768,"1",Sem Informação,"12","2", , , , ,
"13251","13252",018261.00001.51.05002,Gruta do Barreirão, ,MT,Jauru,Povoado de Barreirão,-15.16879,-58.758737,"1",Sem Informação,"12","2", , , , ,
"13252","13253",018279.00318.51.03601,Caverna da Onça, ,MT,Dom Aquino,Fazenda Boa Sorte / Cabeceira do Rio Parnaíba / MT 453,-15.622638,-54.908666,"461",Garmim,"11","8", , , , ,
"13253","13254",018281.00403.51.03106,Gruta Santa Terezinha II, ,MT,Cocalinho,Próximo ao rio das Mortes,-14.216322,-51.68886,"1",Sem Informação,"12","2", , , , ,
"13254","13255",018283.05813.31.62450,Abrigo do Primeiro (Abrigo da Capivara), ,MG,São João das Missões,Parque Nacional Cavernas do Peruaçu - Sítio IV,-14.975247,-44.076889,"1",Sem Informação,"12","2", , , , ,
"13255","13256",018284.05814.31.62450,Caverna Olhos do Brioco, ,MG,São João das Missões,Parque Nacional Cavernas do Peruaçu - Sítio IV,-14.974444,-44.077321,"1",Sem Informação,"12","2", , , , ,
"13256","13257",018285.05815.31.62450,Lapa do Jegue, ,MG,São João das Missões,Parque Nacional Cavernas do Peruaçu - Sítio IV,-14.980927,-44.075163,"1",Sem Informação,"12","2", , , , ,
"13257","13258",018286.05592.31.29657,Lapa da Cachoeira, ,MG,Ibiracatu,Córrego São Felipe,-15.597676,-44.055132,"1",Sem Informação,"12","2", , , , ,
"13258","13259",018287.06496.31.70909,Abrigo Santa Rita, ,MG,Varzelândia,Povoado de Santa Rita,-15.620914,-43.971757,"1",Sem Informação,"12","2", , , , ,
"13259","13260",018288.06497.31.70909,Lapa Boqueirão Soberbo, ,MG,Varzelândia,Campo Redondo,-15.644898,-43.954576,"1",Sem Informação,"12","2", , , , ,
"13260","13261",018289.06498.31.70909,Lapa da Babilônia (Marmelade), ,MG,Varzelândia,Fazenda Boqueirão,-15.715538,-43.996132,"1",Sem Informação,"12","2", , , , ,
"13261","13262",018290.00001.31.66956,Abrigo da Serra, ,MG,Serranópolis de Minas,Sem informação,-15.85895,-42.813453,"1",Sem Informação,"12","2", , , , ,
"13262","13263",018291.05329.31.62252,Gruta do Zú, ,MG,São João da Lagoa,Fazenda do Sr. Zú,-17.021925,-44.50041,"1",Sem Informação,"12","2", , , , ,
"13263","13264",018292.07569.31.67103,Gruta do Pai Félix, ,MG,Serro,Parque Estadual Pico do Itambé,-18.417512,-43.379064,"1",Sem Informação,"12","2", , , , ,
"13264","13265",018293.07570.31.67103,Gruta Seca, ,MG,Serro,Ribeirão Capivari,-18.417171,-43.466381,"1",Sem Informação,"12","2", , , , ,
"13265","13266",018294.07571.31.67103,Lapa do Apaga Luz, ,MG,Serro,Parque Estadual Pico do Itambé,-18.41351,-43.353952,"1",Sem Informação,"12","2", , , , ,
"13266","13267",018295.07679.31.67202,Abrigo B03, ,MG,Sete Lagoas,Embrapa Milho e Sorgo,-19.443262,-44.173362,"1",Sem Informação,"12","2", , , , ,
"13267","13268",018296.07680.31.67202,Gruta Bocaína, ,MG,Sete Lagoas,Sem informação,-19.482303,-44.310779,"1",Sem Informação,"12","2", , , , ,
"13268","13269",018297.07681.31.67202,Gruta do Medo, ,MG,Sete Lagoas,Sem informação,-19.498448,-44.195408,"1",Sem Informação,"12","2", , , , ,
"13269","13270",018298.05512.31.62922,Gruta do Fecho do Funil II, ,MG,São Joaquim de Bicas,Fecho do Funil,-20.100305,-44.210527,"743",Sem Informação,"12","2", , , , ,
"13270","13271",018299.07090.31.57203,APOL_0026, ,MG,Santa Bárbara,Parque Nacional da Serra do Gandarela,-20.061219,-43.680998,"1",Sem Informação,"12","2", , , , ,
"13271","13272",018300.07091.31.57203,APOL_0030, ,MG,Santa Bárbara,Parque Nacional da Serra do Gandarela,-20.03781,-43.664148,"1",Sem Informação,"12","2", , , , ,
"13272","13273",018301.07092.31.57203,BAU_0008, ,MG,Santa Bárbara,Parque Nacional da Serra do Gandarela,-20.039849,-43.596111,"1",Sem Informação,"12","2", , , , ,
"13273","13274",018302.07093.31.57203,CAP1_0001, ,MG,Santa Bárbara,Parque Nacional da Serra do Gandarela,-20.14183,-43.623461,"1",Sem Informação,"12","2", , , , ,
"13274","13275",018303.07094.31.57203,CAP1_0002, ,MG,Santa Bárbara,Parque Nacional da Serra do Gandarela,-20.134262,-43.604271,"1",Sem Informação,"12","2", , , , ,
"13275","13276",018304.07095.31.57203,CAP1_0003, ,MG,Santa Bárbara,Parque Nacional da Serra do Gandarela,-20.134466,-43.603877,"1",Sem Informação,"12","2", , , , ,
"13276","13277",018305.07096.31.57203,CAP1_0004, ,MG,Santa Bárbara,Parque Nacional da Serra do Gandarela,-20.134326,-43.603276,"1",Sem Informação,"12","2", , , , ,
"13277","13278",018306.07097.31.57203,CAP1_0005, ,MG,Santa Bárbara,Parque Nacional da Serra do Gandarela,-20.134441,-43.603026,"1",Sem Informação,"12","2", , , , ,
"13278","13279",018307.07098.31.57203,CAP1_0006, ,MG,Santa Bárbara,Parque Nacional da Serra do Gandarela,-20.13484,-43.603166,"1",Sem Informação,"12","2", , , , ,
"13279","13280",018308.07099.31.57203,CAP1_0007, ,MG,Santa Bárbara,Parque Nacional da Serra do Gandarela,-20.134742,-43.60331,"1",Sem Informação,"12","2", , , , ,
"13280","13281",018309.07100.31.57203,CAP1_0008, ,MG,Santa Bárbara,Parque Nacional da Serra do Gandarela,-20.134778,-43.6033,"1",Sem Informação,"12","2", , , , ,
"13281","13282",018310.07101.31.57203,CAP1_0009, ,MG,Santa Bárbara,Parque Nacional da Serra do Gandarela,-20.134814,-43.603367,"1",Sem Informação,"12","2", , , , ,
"13282","13283",018311.07102.31.57203,CAP1_0010, ,MG,Santa Bárbara,Parque Nacional da Serra do Gandarela,-20.135356,-43.603257,"1",Sem Informação,"12","2", , , , ,
"13283","13284",018312.07103.31.57203,CAP1_0011, ,MG,Santa Bárbara,Parque Nacional da Serra do Gandarela,-20.135759,-43.602842,"1",Sem Informação,"12","2", , , , ,
"13284","13285",018313.07104.31.57203,CAP1_0012, ,MG,Santa Bárbara,Parque Nacional da Serra do Gandarela,-20.136189,-43.60236,"1",Sem Informação,"12","2", , , , ,
"13285","13286",018314.07105.31.57203,CAP1_0013, ,MG,Santa Bárbara,Parque Nacional da Serra do Gandarela,-20.1376,-43.601439,"1",Sem Informação,"12","2", , , , ,
"13286","13287",018315.07106.31.57203,CAP1_0014, ,MG,Santa Bárbara,Parque Nacional da Serra do Gandarela,-20.134746,-43.605041,"1",Sem Informação,"12","2", , , , ,
"13287","13288",018316.07107.31.57203,CAP1_0015, ,MG,Santa Bárbara,Parque Nacional da Serra do Gandarela,-20.134648,-43.605138,"1",Sem Informação,"12","2", , , , ,
"13288","13289",018317.07108.31.57203,CAP1_0016, ,MG,Santa Bárbara,Parque Nacional da Serra do Gandarela,-20.13477,-43.605692,"1",Sem Informação,"12","2", , , , ,
"13289","13290",018318.07109.31.57203,CAP1_0017, ,MG,Santa Bárbara,Parque Nacional da Serra do Gandarela,-20.13427,-43.605352,"1",Sem Informação,"12","2", , , , ,
"13290","13291",018319.07110.31.57203,CAP1_0018, ,MG,Santa Bárbara,Parque Nacional da Serra do Gandarela,-20.134761,-43.604563,"1",Sem Informação,"12","2", , , , ,
"13291","13292",018320.07111.31.57203,CAP1_0019, ,MG,Santa Bárbara,Parque Nacional da Serra do Gandarela,-20.1356,-43.60557,"1",Sem Informação,"12","2", , , , ,
"13292","13293",018321.07112.31.57203,CAP1_0020, ,MG,Santa Bárbara,Parque Nacional da Serra do Gandarela,-20.147693,-43.628116,"1",Sem Informação,"12","2", , , , ,
"13293","13294",018322.07113.31.57203,CAP1_0021, ,MG,Santa Bárbara,Parque Nacional da Serra do Gandarela,-20.145005,-43.626331,"1",Sem Informação,"12","2", , , , ,
"13294","13295",018323.07114.31.57203,CAP1_0022, ,MG,Santa Bárbara,Parque Nacional da Serra do Gandarela,-20.123317,-43.60499,"1",Sem Informação,"12","2", , , , ,
"13295","13296",018324.07115.31.57203,CAP1_0023, ,MG,Santa Bárbara,Parque Nacional da Serra do Gandarela,-20.130931,-43.606902,"1",Sem Informação,"12","2", , , , ,
"13296","13297",018325.07116.31.57203,CAP1_0024, ,MG,Santa Bárbara,Parque Nacional da Serra do Gandarela,-20.130885,-43.606903,"1",Sem Informação,"12","2", , , , ,
"13297","13298",018326.07117.31.57203,CAP1_0025, ,MG,Santa Bárbara,Parque Nacional da Serra do Gandarela,-20.133923,-43.606005,"1",Sem Informação,"12","2", , , , ,
"13298","13299",018327.07118.31.57203,CAP1_0026, ,MG,Santa Bárbara,Parque Nacional da Serra do Gandarela,-20.137681,-43.6014,"1",Sem Informação,"12","2", , , , ,
"13299","13300",018328.07119.31.57203,CAP1_0027, ,MG,Santa Bárbara,Parque Nacional da Serra do Gandarela,-20.133912,-43.608024,"1",Sem Informação,"12","2", , , , ,
"13300","13301",018329.07120.31.57203,CAP1_0028, ,MG,Santa Bárbara,Parque Nacional da Serra do Gandarela,-20.134491,-43.603542,"1",Sem Informação,"12","2", , , , ,
"13301","13302",018330.07121.31.57203,CAP1_0029, ,MG,Santa Bárbara,Parque Nacional da Serra do Gandarela,-20.134362,-43.603304,"1",Sem Informação,"12","2", , , , ,
"13302","13303",018331.07122.31.57203,CAP1_0030, ,MG,Santa Bárbara,Parque Nacional da Serra do Gandarela,-20.134343,-43.603189,"1",Sem Informação,"12","2", , , , ,
"13303","13304",018332.07123.31.57203,CAP1_0031, ,MG,Santa Bárbara,Parque Nacional da Serra do Gandarela,-20.135138,-43.603182,"1",Sem Informação,"12","2", , , , ,
"13304","13305",018333.07124.31.57203,CAP1_0032, ,MG,Santa Bárbara,Parque Nacional da Serra do Gandarela,-20.134672,-43.604717,"1",Sem Informação,"12","2", , , , ,
"13305","13306",018334.07125.31.57203,CAP1_0033, ,MG,Santa Bárbara,Parque Nacional da Serra do Gandarela,-20.134074,-43.603402,"1",Sem Informação,"12","2", , , , ,
"13306","13307",018335.07126.31.57203,CAP1_0034, ,MG,Santa Bárbara,Parque Nacional da Serra do Gandarela,-20.138089,-43.602783,"1",Sem Informação,"12","2", , , , ,
"13307","13308",018336.07127.31.57203,CAP1_0035, ,MG,Santa Bárbara,Parque Nacional da Serra do Gandarela,-20.136981,-43.606543,"1",Sem Informação,"12","2", , , , ,
"13308","13309",018337.07128.31.57203,CAP1_0036, ,MG,Santa Bárbara,Parque Nacional da Serra do Gandarela,-20.120943,-43.602945,"1",Sem Informação,"12","2", , , , ,
"13309","13310",018338.07129.31.57203,CAP1_0037, ,MG,Santa Bárbara,Parque Nacional da Serra do Gandarela,-20.133661,-43.605969,"1",Sem Informação,"12","2", , , , ,
"13310","13311",018351.07142.31.57203,GAND_0001, ,MG,Santa Bárbara,Parque Nacional da Serra do Gandarela,-20.086257,-43.623335,"1",Sem Informação,"12","2", , , , ,
"13311","13312",018352.07143.31.57203,GAND_0005, ,MG,Santa Bárbara,Parque Nacional da Serra do Gandarela,-20.0848,-43.623013,"1",Sem Informação,"12","2", , , , ,
"13312","13313",018353.07144.31.57203,GAND_0009, ,MG,Santa Bárbara,Parque Nacional da Serra do Gandarela,-20.097473,-43.674593,"1",Sem Informação,"12","2", , , , ,
"13313","13314",018354.07145.31.57203,GAND_0010, ,MG,Santa Bárbara,Parque Nacional da Serra do Gandarela,-20.096525,-43.674659,"1",Sem Informação,"12","2", , , , ,
"13314","13315",018355.07146.31.57203,GAND_0011, ,MG,Santa Bárbara,Parque Nacional da Serra do Gandarela,-20.096523,-43.6744,"1",Sem Informação,"12","2", , , , ,
"13315","13316",018356.07147.31.57203,GAND_0012, ,MG,Santa Bárbara,Parque Nacional da Serra do Gandarela,-20.09598,-43.674252,"1",Sem Informação,"12","2", , , , ,
"13316","13317",018357.07148.31.57203,GAND_0013, ,MG,Santa Bárbara,Parque Nacional da Serra do Gandarela,-20.09533,-43.670776,"1",Sem Informação,"12","2", , , , ,
"13317","13318",018358.07149.31.57203,GAND_0014, ,MG,Santa Bárbara,Parque Nacional da Serra do Gandarela,-20.093464,-43.668889,"1",Sem Informação,"12","2", , , , ,
"13318","13319",018359.07150.31.57203,GAND_0017, ,MG,Santa Bárbara,Parque Nacional da Serra do Gandarela,-20.088181,-43.670435,"1",Sem Informação,"12","2", , , , ,
"13319","13320",018360.07151.31.57203,GAND_0021, ,MG,Santa Bárbara,Parque Nacional da Serra do Gandarela,-20.071802,-43.666968,"1",Sem Informação,"12","2", , , , ,
"13320","13321",018361.07152.31.57203,GAND_0022, ,MG,Santa Bárbara,Parque Nacional da Serra do Gandarela,-20.067015,-43.669552,"1",Sem Informação,"12","2", , , , ,
"13321","13322",018362.07153.31.57203,GAND_0023, ,MG,Santa Bárbara,Parque Nacional da Serra do Gandarela,-20.08678,-43.664307,"1",Sem Informação,"12","2", , , , ,
"13322","13323",018363.07154.31.57203,GAND_0024, ,MG,Santa Bárbara,Parque Nacional da Serra do Gandarela,-20.085605,-43.664327,"1",Sem Informação,"12","2", , , , ,
"13323","13324",018364.07155.31.57203,GAND_0025, ,MG,Santa Bárbara,Parque Nacional da Serra do Gandarela,-20.083094,-43.665591,"1",Sem Informação,"12","2", , , , ,
"13324","13325",018365.07156.31.57203,GAND_0026, ,MG,Santa Bárbara,Parque Nacional da Serra do Gandarela,-20.09053,-43.66329,"1",Sem Informação,"12","2", , , , ,
"13325","13326",018366.07157.31.57203,GAND_0027, ,MG,Santa Bárbara,Parque Nacional da Serra do Gandarela,-20.077515,-43.661316,"1",Sem Informação,"12","2", , , , ,
"13326","13327",018367.07158.31.57203,GAND_0028, ,MG,Santa Bárbara,Parque Nacional da Serra do Gandarela,-20.092083,-43.659509,"1",Sem Informação,"12","2", , , , ,
"13327","13328",018368.07159.31.57203,GAND_0030, ,MG,Santa Bárbara,Parque Nacional da Serra do Gandarela,-20.048457,-43.664622,"1",Sem Informação,"12","2", , , , ,
"13328","13329",018369.07160.31.57203,GAND_0031, ,MG,Santa Bárbara,Parque Nacional da Serra do Gandarela,-20.075716,-43.663674,"1",Sem Informação,"12","2", , , , ,
"13329","13330",018370.07161.31.57203,GAND_0032, ,MG,Santa Bárbara,Parque Nacional da Serra do Gandarela,-20.077009,-43.66133,"1",Sem Informação,"12","2", , , , ,
"13330","13331",018371.07162.31.57203,GAND_0033, ,MG,Santa Bárbara,Parque Nacional da Serra do Gandarela,-20.090207,-43.652774,"1",Sem Informação,"12","2", , , , ,
"13331","13332",018372.07163.31.57203,GAND_0034, ,MG,Santa Bárbara,Parque Nacional da Serra do Gandarela,-20.040614,-43.650195,"1",Sem Informação,"12","2", , , , ,
"13332","13333",018373.07164.31.57203,GAND_0035, ,MG,Santa Bárbara,Parque Nacional da Serra do Gandarela,-20.04179,-43.651686,"1",Sem Informação,"12","2", , , , ,
"13333","13334",018374.07165.31.57203,GAND_0036, ,MG,Santa Bárbara,Parque Nacional da Serra do Gandarela,-20.087033,-43.651271,"1",Sem Informação,"12","2", , , , ,
"13334","13335",018375.07166.31.57203,GAND_0037, ,MG,Santa Bárbara,Parque Nacional da Serra do Gandarela,-20.041571,-43.652472,"1",Sem Informação,"12","2", , , , ,
"13335","13336",018376.07167.31.57203,GAND_0038, ,MG,Santa Bárbara,Parque Nacional da Serra do Gandarela,-20.041726,-43.652671,"1",Sem Informação,"12","2", , , , ,
